Sr No,Group No,Process Name,Tenant,Folder,MON,TUE,WED,THU,FRI,SAT,SUN,Execution Time From HH,Execution Time From MM,Execution Time From SS,Execution Time To HH,Execution Time To MM,Execution Time To SS,Execution Period HH,Execution Period MM,Execution Period SS,Ideal Time HH,Ideal Time MM,Ideal Time SS,Ideal Time,Execution Time From,Execution Time To
420,,RPA Process A154,Default,GSC,Y,Y,Y,Y,Y,,,5,45,0,5,57,0,0,11,18,,,,,,
421,,RPA Process A154,Default,GSC,Y,Y,Y,Y,Y,,,6,0,0,6,12,0,0,11,18,,,,,,
422,,RPA Process A154,Default,GSC,Y,Y,Y,Y,Y,,,6,15,0,6,27,0,0,11,18,,,,,,
423,,RPA Process A154,Default,GSC,Y,Y,Y,Y,Y,,,6,30,0,6,42,0,0,11,18,,,,,,
424,,RPA Process A154,Default,GSC,Y,Y,Y,Y,Y,,,6,45,0,6,57,0,0,11,18,,,,,,
425,,RPA Process A154,Default,GSC,Y,Y,Y,Y,Y,,,7,0,0,7,12,0,0,11,18,,,,,,
426,,RPA Process A154,Default,GSC,Y,Y,Y,Y,Y,,,7,15,0,7,27,0,0,11,18,,,,,,
427,,RPA Process A154,Default,GSC,Y,Y,Y,Y,Y,,,7,30,0,7,42,0,0,11,18,,,,,,
428,,RPA Process A154,Default,GSC,Y,Y,Y,Y,Y,,,7,45,0,7,57,0,0,11,18,,,,,,
429,,RPA Process A154,Default,GSC,Y,Y,Y,Y,Y,,,8,0,0,8,12,0,0,11,18,,,,,,
430,,RPA Process A154,Default,GSC,Y,Y,Y,Y,Y,,,8,15,0,8,27,0,0,11,18,,,,,,
431,,RPA Process A154,Default,GSC,Y,Y,Y,Y,Y,,,8,30,0,8,42,0,0,11,18,,,,,,
432,,RPA Process A154,Default,GSC,Y,Y,Y,Y,Y,,,8,45,0,8,57,0,0,11,18,,,,,,
433,,RPA Process A154,Default,GSC,Y,Y,Y,Y,Y,,,9,0,0,9,12,0,0,11,18,,,,,,
434,,RPA Process A154,Default,GSC,Y,Y,Y,Y,Y,,,9,15,0,9,27,0,0,11,18,,,,,,
435,,RPA Process A154,Default,GSC,Y,Y,Y,Y,Y,,,9,30,0,9,42,0,0,11,18,,,,,,
436,,RPA Process A154,Default,GSC,Y,Y,Y,Y,Y,,,9,45,0,9,57,0,0,11,18,,,,,,
437,,RPA Process A154,Default,GSC,Y,Y,Y,Y,Y,,,10,0,0,10,12,0,0,11,18,,,,,,
438,,RPA Process A154,Default,GSC,Y,Y,Y,Y,Y,,,10,15,0,10,27,0,0,11,18,,,,,,
439,,RPA Process A154,Default,GSC,Y,Y,Y,Y,Y,,,10,30,0,10,42,0,0,11,18,,,,,,
440,,RPA Process A154,Default,GSC,Y,Y,Y,Y,Y,,,10,45,0,10,57,0,0,11,18,,,,,,
441,,RPA Process A154,Default,GSC,Y,Y,Y,Y,Y,,,11,0,0,11,12,0,0,11,18,,,,,,
442,,RPA Process A154,Default,GSC,Y,Y,Y,Y,Y,,,11,15,0,11,27,0,0,11,18,,,,,,
443,,RPA Process A154,Default,GSC,Y,Y,Y,Y,Y,,,11,30,0,11,42,0,0,11,18,,,,,,
444,,RPA Process A154,Default,GSC,Y,Y,Y,Y,Y,,,11,45,0,11,57,0,0,11,18,,,,,,
445,,RPA Process A154,Default,GSC,Y,Y,Y,Y,Y,,,12,0,0,12,12,0,0,11,18,,,,,,
446,,RPA Process A154,Default,GSC,Y,Y,Y,Y,Y,,,12,15,0,12,27,0,0,11,18,,,,,,
447,,RPA Process A154,Default,GSC,Y,Y,Y,Y,Y,,,12,30,0,12,42,0,0,11,18,,,,,,
448,,RPA Process A154,Default,GSC,Y,Y,Y,Y,Y,,,12,45,0,12,57,0,0,11,18,,,,,,
449,,RPA Process A154,Default,GSC,Y,Y,Y,Y,Y,,,13,0,0,13,12,0,0,11,18,,,,,,
450,,RPA Process A154,Default,GSC,Y,Y,Y,Y,Y,,,13,15,0,13,27,0,0,11,18,,,,,,
451,,RPA Process A154,Default,GSC,Y,Y,Y,Y,Y,,,13,30,0,13,42,0,0,11,18,,,,,,
452,,RPA Process A154,Default,GSC,Y,Y,Y,Y,Y,,,13,45,0,13,57,0,0,11,18,,,,,,
453,,RPA Process A154,Default,GSC,Y,Y,Y,Y,Y,,,14,0,0,14,12,0,0,11,18,,,,,,
454,,RPA Process A154,Default,GSC,Y,Y,Y,Y,Y,,,14,15,0,14,27,0,0,11,18,,,,,,
455,,RPA Process A154,Default,GSC,Y,Y,Y,Y,Y,,,14,30,0,14,42,0,0,11,18,,,,,,
456,,RPA Process A154,Default,GSC,Y,Y,Y,Y,Y,,,14,45,0,14,57,0,0,11,18,,,,,,
457,,RPA Process A154,Default,GSC,Y,Y,Y,Y,Y,,,15,0,0,15,12,0,0,11,18,,,,,,
458,,RPA Process A154,Default,GSC,Y,Y,Y,Y,Y,,,15,15,0,15,27,0,0,11,18,,,,,,
459,,RPA Process A154,Default,GSC,Y,Y,Y,Y,Y,,,15,30,0,15,42,0,0,11,18,,,,,,
460,,RPA Process A154,Default,GSC,Y,Y,Y,Y,Y,,,15,45,0,15,57,0,0,11,18,,,,,,
461,,RPA Process A154,Default,GSC,Y,Y,Y,Y,Y,,,16,0,0,16,12,0,0,11,18,,,,,,
462,,RPA Process A154,Default,GSC,Y,Y,Y,Y,Y,,,16,15,0,16,27,0,0,11,18,,,,,,
463,,RPA Process A154,Default,GSC,Y,Y,Y,Y,Y,,,16,30,0,16,42,0,0,11,18,,,,,,
464,,RPA Process A154,Default,GSC,Y,Y,Y,Y,Y,,,16,45,0,16,57,0,0,11,18,,,,,,
465,,RPA Process A154,Default,GSC,Y,Y,Y,Y,Y,,,17,0,0,17,12,0,0,11,18,,,,,,
